mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate,param_n_estimators,param_subsample,params,split0_test_score,split1_test_score,mean_test_score,std_test_score,rank_test_score
13.819071531295776,0.006170511245727539,0.3035259246826172,0.016030073165893555,0.01,50,0.5,"{'learning_rate': 0.01, 'n_estimators': 50, 'subsample': 0.5}",0.615297876339034,0.6202276754550824,0.6177627758970582,0.002464899558024203,17
13.422415494918823,0.04359149932861328,0.26832008361816406,0.0016472339630126953,0.01,50,0.9,"{'learning_rate': 0.01, 'n_estimators': 50, 'subsample': 0.9}",0.6124251617579939,0.6173011867046125,0.6148631742313032,0.0024380124733093256,18
27.26090705394745,0.013171076774597168,0.34931349754333496,0.003285646438598633,0.01,100,0.5,"{'learning_rate': 0.01, 'n_estimators': 100, 'subsample': 0.5}",0.6184122211184794,0.6221070719003383,0.6202596465094088,0.0018474253909294691,15
26.614925026893616,0.11131703853607178,0.30792856216430664,0.002473592758178711,0.01,100,0.9,"{'learning_rate': 0.01, 'n_estimators': 100, 'subsample': 0.9}",0.6171235267269847,0.620523009182194,0.6188232679545893,0.0016997412276046897,16
40.39274048805237,0.07425928115844727,0.5037513971328735,0.0036514997482299805,0.01,150,0.5,"{'learning_rate': 0.01, 'n_estimators': 150, 'subsample': 0.5}",0.6197546111096196,0.6241207109488267,0.6219376610292231,0.0021830499196035524,13
38.92720556259155,0.07537555694580078,0.7020409107208252,0.002730846405029297,0.01,150,0.9,"{'learning_rate': 0.01, 'n_estimators': 150, 'subsample': 0.9}",0.6196203721105056,0.6238522257423615,0.6217362989264336,0.002115926815927982,14
13.769232511520386,0.026673555374145508,0.3051149845123291,0.006284952163696289,0.05,50,0.5,"{'learning_rate': 0.05, 'n_estimators': 50, 'subsample': 0.5}",0.6224393910919,0.6240670139075337,0.6232532024997168,0.0008138114078168335,10
13.175662517547607,0.013638496398925781,0.2727104425430298,0.006726622581481934,0.05,50,0.9,"{'learning_rate': 0.05, 'n_estimators': 50, 'subsample': 0.9}",0.6219561306950896,0.623610589056543,0.6227833598758163,0.0008272291807266963,12
26.320042490959167,0.0008362531661987305,0.3987056016921997,0.004676461219787598,0.05,100,0.5,"{'learning_rate': 0.05, 'n_estimators': 100, 'subsample': 0.5}",0.6234327596853438,0.6254631369811523,0.6244479483332481,0.0010151886479042305,7
24.309071898460388,0.07450520992279053,0.39524567127227783,0.000601649284362793,0.05,100,0.9,"{'learning_rate': 0.05, 'n_estimators': 100, 'subsample': 0.9}",0.6222783042929632,0.6243086505933523,0.6232934774431578,0.0010151731501945593,9
35.63950717449188,0.004513859748840332,0.48368585109710693,0.0011349916458129883,0.05,150,0.5,"{'learning_rate': 0.05, 'n_estimators': 150, 'subsample': 0.5}",0.6236475420839263,0.6256242281050314,0.6246358850944789,0.0009883430105525615,5
33.59662342071533,0.002749204635620117,0.36761367321014404,0.00014770030975341797,0.05,150,0.9,"{'learning_rate': 0.05, 'n_estimators': 150, 'subsample': 0.9}",0.6239428678819771,0.6263491381624873,0.6251460030222322,0.0012031351402551071,1
12.986063003540039,0.09090805053710938,0.26822948455810547,0.020388364791870117,0.1,50,0.5,"{'learning_rate': 0.1, 'n_estimators': 50, 'subsample': 0.5}",0.6230300426880018,0.62586586479085,0.6244479537394259,0.0014179110514241366,6
12.106045961380005,0.020164966583251953,0.2915964126586914,0.007500410079956055,0.1,50,0.9,"{'learning_rate': 0.1, 'n_estimators': 50, 'subsample': 0.9}",0.6222246086933176,0.6242281050314128,0.6232263568623653,0.0010017481690475782,11
17.065507173538208,0.003632068634033203,0.14467287063598633,0.0011141300201416016,0.1,100,0.5,"{'learning_rate': 0.1, 'n_estimators': 100, 'subsample': 0.5}",0.6238891722823314,0.625973258873436,0.6249312155778837,0.0010420432955522974,3
15.40568745136261,0.05162155628204346,0.18089091777801514,0.006523013114929199,0.1,100,0.9,"{'learning_rate': 0.1, 'n_estimators': 100, 'subsample': 0.9}",0.624103954680914,0.6257316221876175,0.6249177884342657,0.0008138337533517559,4
21.02749991416931,0.0073049068450927734,0.1942126750946045,0.0011925697326660156,0.1,150,0.5,"{'learning_rate': 0.1, 'n_estimators': 150, 'subsample': 0.5}",0.6233522162858753,0.6255168340224454,0.6244345251541603,0.0010823088682850313,8
19.78995668888092,0.13798153400421143,0.1873013973236084,0.0009875297546386719,0.1,150,0.9,"{'learning_rate': 0.1, 'n_estimators': 150, 'subsample': 0.9}",0.6243455848793191,0.6255705310637384,0.6249580579715288,0.0006124730922096311,2
